# seg	start		stop		duration
0 966384015		966384118	103
1 966384120		966384142	22
2 966384144		966384190	46
3 966384195		966384198	3
4 966384200		966384259	59
5 966384261		966384263	2
6 966384278		966384281	3
7 966384283		966384312	29
8 966384337		966384343	6
9 966384348		966384765	417
10			966384782	966384811	29
11			966384827	966384829	2
12			966384831	966384980	149
13			966384987	966384991	4
14			966385003	966385006	3
15			966385101	966385102	1
16			966385108	966385109	1
17			966385134	966385139	5
18			966385412	966385472	60
19			966385473	966385476	3
20			966385567	966385676	109
21			966385677	966385678	1
22			966385680	966385681	1
23			966385683	966385699	16
24			966385703	966386242	539
25			966386254	966386286	32
26			966386306	966386309	3
27			966386313	966386533	220
28			966386534	966386541	7
29			966386548	966386549	1
30			966386567	966386570	3
31			966386618	966386620	2
32			966386681	966386683	2
33			966386704	966386706	2
34			966386710	966386716	6
35			966386727	966386728	1
36			966386729	966386731	2
37			966386774	966386777	3
38			966386802	966386870	68
39			966387035	966387050	15
40			966388205	966388211	6
41			966388697	966388700	3
42			966389265	966389268	3
43			966389376	966389379	3
44			966389471	966389474	3
45			966389479	966389482	3
46			966389494	966389503	9
47			966389505	966389508	3
48			966389624	966389627	3
49			966389694	966389697	3
50			966390180	966390183	3
51			966390273	966390276	3
52			966390328	966390331	3
53			966390368	966390371	3
54			966390374	966390377	3
55			966391290	966391293	3
56			966391473	966391476	3
57			966391569	966391572	3
58			966392160	966392163	3
59			966392372	966392375	3
60			966392380	966392383	3
61			966392393	966392396	3
62			966392416	966392419	3
63			966392458	966392461	3
64			966392576	966392582	6
65			966392613	966392616	3
66			966392644	966392647	3
67			966392696	966392699	3
68			966392706	966392709	3
69			966392744	966392750	6
70			966392826	966392829	3
71			966393052	966393055	3
72			966393085	966393092	7
73			966393179	966393182	3
74			966393702	966393814	112
75			966395010	966395013	3
76			966395037	966395045	8
77			966395266	966395272	6
78			966396193	966396196	3
79			966396568	966396571	3
80			966396920	966396926	6
81			966397280	966397292	12
82			966397303	966397306	3
83			966397400	966397403	3
84			966397926	966397929	3
85			966398206	966398209	3
86			966398455	966398458	3
87			966398815	966398818	3
88			966399099	966399102	3
89			966400124	966400127	3
90			966400167	966400170	3
91			966400247	966400257	10
92			966400688	966400699	11
93			966400735	966400738	3
94			966400889	966400895	6
95			966401069	966401182	113
96			966401496	966401499	3
97			966401706	966401709	3
98			966403488	966403499	11
99			966403531	966403542	11
100			966403634	966403645	11
101			966403949	966403970	21
102			966404151	966404162	11
103			966404231	966404234	3
104			966405837	966405848	11
105			966405972	966405983	11
106			966406028	966406039	11
107			966406711	966406714	3
108			966406734	966406846	112
109			966406978	966406981	3
110			966407191	966407194	3
111			966408725	966408736	11
112			966408801	966408812	11
113			966409983	966409986	3
114			966413118	966413246	128
115			966413570	966413573	3
116			966414528	966414531	3
117			966414854	966415300	446
118			966415325	966415347	22
119			966415375	966415377	2
120			966415379	966415424	45
121			966415429	966415459	30
122			966415460	966415471	11
123			966415473	966415477	4
124			966415482	966415487	5
125			966415753	966415758	5
126			966415989	966416072	83
127			966416073	966416077	4
128			966416261	966416294	33
129			966416297	966416300	3
130			966418120	966418123	3
131			966419437	966419443	6
132			966419450	966419456	6
133			966419611	966419617	6
134			966419755	966419758	3
135			966419835	966419866	31
136			966420023	966420029	6
137			966420061	966420064	3
138			966420112	966420133	21
139			966420138	966420144	6
140			966420172	966420175	3
141			966420182	966420185	3
142			966420312	966420315	3
143			966420429	966420435	6
144			966420453	966420566	113
145			966420604	966420616	12
146			966420775	966420778	3
147			966420796	966420799	3
148			966420956	966420959	3
149			966421077	966421080	3
150			966421161	966421165	4
151			966421170	966421173	3
152			966421590	966421593	3
153			966421666	966421672	6
154			966421727	966421737	10
155			966421743	966421749	6
156			966422016	966422024	8
157			966422027	966422033	6
158			966422044	966422054	10
159			966422061	966422067	6
160			966422099	966422105	6
161			966422296	966422302	6
162			966422320	966422326	6
163			966422328	966422344	16
164			966422350	966422363	13
165			966422528	966422531	3
166			966422532	966422535	3
167			966422537	966422543	6
168			966422560	966422566	6
169			966422573	966422579	6
170			966422585	966422596	11
171			966422616	966422622	6
172			966422728	966422731	3
173			966422934	966422940	6
174			966423060	966423070	10
175			966423199	966423207	8
176			966423297	966423303	6
177			966423481	966423487	6
178			966423491	966423497	6
179			966423519	966423525	6
180			966423577	966423583	6
181			966423609	966423624	15
182			966423721	966423727	6
183			966423781	966423802	21
184			966423803	966423814	11
185			966423819	966423838	19
186			966423943	966423955	12
187			966424085	966424091	6
188			966424119	966424125	6
189			966424169	966424175	6
190			966424180	966424191	11
191			966424221	966424232	11
192			966424377	966424388	11
193			966424395	966424401	6
194			966424411	966424427	16
195			966424640	966424643	3
196			966424671	966424685	14
197			966424686	966424692	6
198			966425383	966425389	6
199			966425463	966425474	11
200			966425510	966425515	5
201			966425550	966425564	14
202			966425923	966425929	6
203			966426346	966426352	6
204			966426356	966426365	9
205			966426797	966426803	6
206			966427247	966427250	3
207			966427309	966427313	4
208			966427509	966427515	6
209			966427527	966427533	6
210			966427637	966427643	6
211			966427678	966427681	3
212			966427690	966427693	3
213			966427844	966427847	3
214			966427856	966427859	3
215			966428075	966428081	6
216			966428084	966428090	6
217			966428303	966428309	6
218			966428536	966428545	9
219			966428750	966428753	3
220			966428855	966428858	3
221			966428872	966428875	3
222			966429016	966429126	110
223			966429161	966429164	3
224			966429329	966429332	3
225			966429334	966429340	6
226			966429510	966429516	6
227			966429660	966429663	3
228			966429674	966429680	6
229			966429683	966429689	6
230			966429692	966429698	6
231			966429701	966429715	14
232			966430126	966430129	3
233			966430248	966430254	6
234			966430458	966430464	6
235			966430466	966430472	6
236			966430496	966430502	6
237			966430582	966430588	6
238			966430910	966430913	3
239			966430970	966430973	3
240			966430990	966430996	6
241			966431005	966431011	6
242			966431415	966431418	3
243			966431453	966431456	3
244			966431847	966431853	6
245			966432008	966432011	3
246			966432511	966432517	6
247			966432737	966432743	6
248			966433333	966433339	6
249			966433868	966433874	6
250			966433959	966433965	6
251			966433970	966433973	3
252			966434392	966434395	3
253			966434534	966434594	60
254			966435029	966435142	113
255			966435252	966435255	3
256			966435284	966435287	3
257			966435421	966435434	13
258			966435493	966435496	3
259			966436457	966436460	3
260			966436868	966436871	3
261			966437005	966437008	3
262			966437022	966437025	3
263			966437041	966437044	3
264			966437522	966437530	8
265			966437531	966437542	11
266			966437654	966437714	60
267			966437768	966440073	2305
268			966440074	966440089	15
269			966440092	966440096	4
270			966440106	966440214	108
271			966440219	966440228	9
272			966440230	966440240	10
273			966440245	966440247	2
274			966440262	966440264	2
275			966440271	966440280	9
276			966440324	966440326	2
277			966440333	966440335	2
278			966440343	966440361	18
279			966440596	966440684	88
280			966440866	966440894	28
281			966440895	966440900	5
282			966440915	966440917	2
283			966441638	966441766	128
284			966441822	966441825	3
285			966441857	966441881	24
286			966441883	966441907	24
287			966441910	966441916	6
288			966442368	966442371	3
289			966442423	966442429	6
290			966442621	966442624	3
291			966442671	966442677	6
292			966442771	966442774	3
293			966443454	966443464	10
294			966443474	966443480	6
295			966443481	966443484	3
296			966443486	966443524	38
297			966443537	966443543	6
298			966443643	966443645	2
299			966443828	966443840	12
300			966443863	966443866	3
301			966443974	966444086	112
302			966444244	966444250	6
303			966444899	966444905	6
304			966445087	966445090	3
305			966445119	966445131	12
306			966445132	966445145	13
307			966445194	966445215	21
308			966445216	966445219	3
309			966445382	966445388	6
310			966445822	966445825	3
311			966445983	966445986	3
312			966446263	966446266	3
313			966446566	966446569	3
314			966447094	966447100	6
315			966447325	966447331	6
316			966447333	966447336	3
317			966447597	966447603	6
318			966447836	966447839	3
319			966447874	966447880	6
320			966447881	966447887	6
321			966447889	966447895	6
322			966447901	966447904	3
323			966447922	966447928	6
324			966448266	966448273	7
325			966448380	966448383	3
326			966448426	966448429	3
327			966448619	966448625	6
328			966448628	966448634	6
329			966448730	966448736	6
330			966448769	966448772	3
331			966449122	966449125	3
332			966449169	966449175	6
333			966449178	966449190	12
334			966449193	966449208	15
335			966449211	966449232	21
336			966449238	966449272	34
337			966449276	966449290	14
338			966449291	966449301	10
339			966449302	966449313	11
340			966449805	966449918	113
341			966450042	966450045	3
342			966450098	966450101	3
343			966450457	966450478	21
344			966450520	966450523	3
345			966450703	966450709	6
346			966450762	966450765	3
347			966451200	966451206	6
348			966451209	966451215	6
349			966451222	966451259	37
350			966451260	966451306	46
351			966451308	966451327	19
352			966451519	966451522	3
353			966451802	966451805	3
354			966451824	966451833	9
355			966452071	966452077	6
356			966452178	966452181	3
357			966452311	966452314	3
358			966452318	966452341	23
359			966452345	966452353	8
360			966452354	966452362	8
361			966452365	966452380	15
362			966452384	966452390	6
363			966452453	966452472	19
364			966452486	966452497	11
365			966452619	966452622	3
366			966452811	966452817	6
367			966453447	966453453	6
368			966453461	966453467	6
369			966453724	966453727	3
370			966453748	966453754	6
371			966453986	966454007	21
372			966454032	966454038	6
373			966454168	966454174	6
374			966454516	966454522	6
375			966454888	966454894	6
376			966455006	966455009	3
377			966455167	966455170	3
378			966455198	966455212	14
379			966455587	966455593	6
380			966455753	966455759	6
381			966455772	966455778	6
382			966455916	966455924	8
383			966455938	966455944	6
384			966456285	966456301	16
385			966456316	966456322	6
386			966456323	966456341	18
387			966456451	966456462	11
388			966456488	966456499	11
389			966457125	966458932	1807
390			966458934	966458959	25
391			966458960	966458968	8
392			966458969	966458978	9
393			966458981	966458982	1
394			966458987	966458990	3
395			966458992	966458996	4
396			966459017	966459020	3
397			966459021	966459024	3
398			966459025	966459026	1
399			966459040	966459042	2
400			966459240	966459242	2
401			966459281	966459296	15
402			966459384	966459399	15
403			966459634	966459636	2
404			966459637	966459712	75
405			966459900	966459905	5
406			966459908	966459925	17
407			966459926	966459927	1
408			966459929	966459931	2
409			966459939	966459943	4
410			966460629	966460632	3
411			966460705	966460711	6
412			966460763	966460766	3
413			966460815	966460818	3
414			966460886	966460889	3
415			966460935	966460938	3
416			966461022	966461026	4
417			966461802	966461805	3
418			966462056	966462066	10
419			966462226	966462240	14
420			966462274	966462280	6
421			966462726	966462729	3
422			966463127	966463130	3
423			966463673	966463689	16
424			966464338	966464341	3
425			966464405	966464411	6
426			966464710	966464822	112
427			966464856	966464859	3
428			966464882	966464888	6
429			966464920	966464923	3
430			966464936	966464939	3
431			966465847	966465850	3
432			966466293	966466296	3
433			966466723	966466726	3
434			966466860	966466863	3
435			966467387	966467390	3
436			966467520	966467523	3
437			966467673	966468668	995
438			966468678	966468908	230
439			966468909	966468922	13
440			966468933	966468935	2
441			966468936	966468938	2
442			966468944	966468946	2
443			966468950	966468952	2
444			966468954	966468955	1
445			966468962	966468963	1
446			966469092	966469096	4
447			966469099	966469105	6
448			966469111	966469114	3
449			966469118	966469119	1
450			966469127	966469130	3
451			966469133	966469139	6
452			966469140	966469143	3
453			966469150	966469152	2
454			966469371	966469372	1
455			966469373	966469453	80
456			966469455	966469456	1
457			966469554	966470055	501
458			966470058	966470527	469
459			966470529	966470550	21
460			966470575	966470675	100
461			966470847	966470895	48
462			966470903	966470906	3
463			966471836	966471839	3
464			966472164	966472167	3
465			966472284	966472287	3
466			966473549	966473662	113
467			966473812	966473822	10
468			966473899	966473902	3
469			966474829	966474832	3
470			966474915	966474918	3
471			966474979	966474983	4
472			966475209	966475212	3
473			966475831	966475834	3
474			966476181	966476184	3
475			966476280	966476283	3
476			966476406	966476409	3
477			966477148	966477151	3
478			966477262	966477268	6
479			966477585	966477588	3
480			966478163	966478166	3
481			966478370	966478376	6
482			966478446	966478449	3
483			966478719	966478725	6
484			966478729	966478735	6
485			966478752	966478767	15
486			966478768	966478779	11
487			966478783	966478792	9
488			966478800	966478813	13
489			966479746	966479749	3
490			966479863	966479866	3
491			966480142	966480254	112
492			966480475	966480478	3
493			966480734	966480737	3
494			966480894	966480897	3
495			966481560	966481563	3
496			966482102	966482105	3
497			966482563	966482566	3
498			966482754	966482757	3
499			966483253	966483314	61
500			966483328	966483331	3
501			966483363	966483370	7
502			966483505	966483508	3
503			966483609	966483612	3
504			966483684	966483687	3
505			966484081	966484084	3
506			966484115	966484118	3
507			966484132	966484135	3
508			966484237	966484240	3
509			966484254	966484259	5
510			966484394	966484397	3
511			966484408	966484411	3
512			966484418	966484425	7
513			966484464	966484467	3
514			966484545	966484548	3
515			966484579	966484582	3
516			966484765	966484768	3
517			966484796	966484799	3
518			966484823	966484826	3
519			966485019	966485023	4
520			966485053	966485056	3
521			966485281	966485284	3
522			966485491	966485494	3
523			966485591	966485594	3
524			966485708	966485714	6
525			966485732	966485742	10
526			966485966	966485969	3
527			966486073	966486076	3
528			966486621	966486624	3
529			966486721	966486725	4
530			966486730	966486738	8
531			966486751	966486754	3
532			966486794	966486910	116
533			966486913	966486917	4
534			966487068	966487072	4
535			966487154	966487214	60
536			966487364	966487367	3
537			966487375	966487378	3
538			966487422	966487425	3
539			966487444	966487447	3
540			966487465	966487468	3
541			966487490	966487493	3
542			966487707	966487710	3
543			966487805	966487808	3
544			966487817	966487820	3
545			966487874	966487934	60
546			966487962	966487966	4
547			966488029	966488032	3
548			966488054	966488174	120
549			966488236	966488242	6
550			966488294	966488354	60
551			966488403	966488411	8
552			966488414	966488474	60
553			966488499	966488523	24
554			966488524	966488527	3
555			966488528	966488532	4
556			966488534	966488594	60
557			966488752	966488758	6
558			966488825	966488828	3
559			966488848	966488851	3
560			966488862	966488865	3
561			966488877	966488883	6
562			966488887	966488890	3
563			966488894	966488954	60
564			966489012	966489019	7
565			966489020	966489031	11
566			966489041	966489044	3
567			966489072	966489194	122
568			966489213	966489216	3
569			966489217	966489222	5
570			966489280	966489283	3
571			966489304	966489309	5
572			966489313	966489316	3
573			966489330	966489334	4
574			966489357	966489364	7
575			966489365	966489369	4
576			966489370	966489434	64
577			966489448	966489450	2
578			966489452	966489455	3
579			966489464	966489469	5
580			966489484	966489489	5
581			966489491	966489678	187
582			966489730	966489733	3
583			966489758	966489763	5
584			966489772	966489775	3
585			966489777	966489779	2
586			966489786	966489789	3
587			966489795	966489799	4
588			966489843	966489846	3
589			966489849	966489856	7
590			966489862	966489865	3
591			966489913	966489916	3
592			966489918	966489921	3
593			966489934	966489937	3
594			966489982	966489985	3
595			966489990	966489994	4
596			966490021	966490024	3
597			966490034	966490094	60
598			966490095	966490099	4
599			966490172	966490175	3
600			966490194	966490197	3
601			966490214	966490217	3
602			966490252	966490255	3
603			966490266	966490269	3
604			966490280	966490283	3
605			966490296	966490299	3
606			966490307	966490311	4
607			966490339	966490342	3
608			966490377	966490380	3
609			966490382	966490387	5
610			966490392	966490395	3
611			966490434	966490438	4
612			966490454	966490574	120
613			966490627	966490630	3
614			966490632	966490774	142
615			966490777	966490778	1
616			966490780	966490784	4
617			966490790	966491855	1065
618			966491860	966492130	270
619			966492131	966492160	29
620			966492162	966492170	8
621			966492176	966492286	110
622			966492287	966492289	2
623			966492290	966492345	55
624			966492347	966492348	1
625			966492349	966492351	2
626			966492354	966492357	3
627			966492359	966492367	8
628			966492368	966492369	1
629			966492371	966492377	6
630			966492389	966492396	7
631			966492405	966492406	1
632			966492409	966492419	10
633			966492420	966492422	2
634			966492423	966492428	5
635			966492432	966492441	9
636			966492469	966492561	92
637			966492563	966492565	2
638			966492738	966492774	36
639			966492775	966492783	8
640			966494397	966494510	113
641			966494618	966494621	3
642			966496512	966496515	3
643			966496927	966496930	3
644			966498428	966498431	3
645			966498470	966498473	3
646			966498775	966498778	3
647			966499621	966499750	129
648			966500684	966500687	3
649			966501468	966501471	3
650			966502047	966502050	3
651			966502288	966502291	3
652			966502927	966502930	3
653			966503133	966503136	3
654			966503558	966503561	3
655			966503874	966503877	3
656			966505285	966505288	3
657			966505515	966505886	371
658			966505887	966505892	5
659			966505893	966505929	36
660			966505957	966506054	97
661			966506057	966506060	3
662			966506061	966506065	4
663			966506071	966506073	2
664			966506198	966506204	6
665			966506432	966506504	72
666			966506515	966506516	1
667			966506702	966506728	26
668			966507138	966507153	15
669			966507177	966507192	15
670			966507589	966507592	3
671			966508021	966508024	3
672			966508179	966508182	3
673			966508263	966508266	3
674			966508304	966508307	3
675			966508853	966508966	113
676			966509311	966509314	3
677			966509652	966509655	3
678			966510294	966510297	3
679			966510304	966510307	3
680			966510395	966510398	3
681			966510561	966510564	3
682			966511233	966511236	3
683			966511896	966511899	3
684			966512405	966512408	3
685			966512595	966512598	3
686			966512937	966512940	3
687			966514098	966514101	3
688			966515158	966515161	3
689			966515231	966515234	3
690			966515602	966515605	3
691			966516326	966516438	112
692			966517040	966517043	3
693			966518281	966518287	6
