Dataset	Detector	GPS	dopplerX	dopplerY	dopplerZ	R1598	R1599	R1600	R1601	R1602	I1598	I1599	I1600	I1601	I1602	P1598	P1599	P1600	P1601	P1602
H1_395_415	LHO	857000162	-3.14606e-05	-8.65656e-05	-3.79006e-05	-1.33667e-23	-4.03792e-23	5.66438e-23	1.43349e-23	-4.91144e-23	1.12053e-23	-3.74017e-23	2.3904e-23	-4.83804e-24	-1.6218e-23	3.04227e-46	3.02937e-45	3.77993e-45	2.28895e-46	2.67525e-45
H1_395_415	LHO	857000164	-3.14607e-05	-8.65657e-05	-3.79006e-05	-9.22294e-23	4.99682e-23	3.89695e-24	-1.27525e-23	5.21892e-24	-4.87125e-23	6.43668e-23	-2.36845e-23	-3.546e-23	3.66007e-23	1.08792e-44	6.6399e-45	5.76139e-46	1.42004e-45	1.36685e-45
H1_395_415	LHO	857000166	-3.14608e-05	-8.65658e-05	-3.79006e-05	-2.52236e-23	2.28721e-23	-1.74783e-23	9.81568e-24	-2.88129e-23	4.71408e-24	1.23466e-23	-2.61028e-23	5.30783e-23	-4.24536e-23	6.58452e-46	6.75572e-46	9.86845e-46	2.91366e-45	2.63249e-45
H1_395_415	LHO	857000168	-3.14609e-05	-8.65659e-05	-3.79006e-05	3.19444e-24	-6.29271e-24	-5.97861e-25	2.2395e-23	-1.98344e-23	1.83324e-23	-2.17384e-23	1.80548e-23	-8.44429e-24	-2.26555e-23	3.46283e-46	5.12158e-46	3.26334e-46	5.72841e-46	9.06673e-46
H1_395_415	LHO	857000170	-3.14609e-05	-8.6566e-05	-3.79006e-05	-1.66065e-24	-1.66282e-23	2.24509e-23	-3.70808e-23	3.06996e-23	1.01397e-23	1.66877e-23	-2.63638e-23	2.7621e-23	-4.13533e-23	1.05571e-46	5.54975e-46	1.19909e-45	2.13791e-45	2.65256e-45
H1_395_415	LHO	857000172	-3.1461e-05	-8.65661e-05	-3.79006e-05	-2.65139e-23	5.66962e-23	-5.66289e-23	2.77116e-23	2.20795e-25	2.16573e-23	-1.64268e-23	4.91883e-24	2.19797e-23	-5.85313e-23	1.17202e-45	3.4843e-45	3.23103e-45	1.25104e-45	3.42596e-45
H1_395_415	LHO	857000174	-3.14611e-05	-8.65662e-05	-3.79006e-05	8.63049e-24	-6.06686e-24	-1.72542e-23	2.52667e-23	-1.84354e-23	-4.37473e-25	7.42775e-24	-1.54778e-23	3.66768e-23	-2.65514e-23	7.46768e-47	9.19783e-47	5.37269e-46	1.9836e-45	1.04484e-45
H1_395_415	LHO	857000176	-3.14612e-05	-8.65663e-05	-3.79006e-05	1.85703e-23	2.61408e-23	-3.81931e-23	2.38529e-23	-1.3323e-23	1.84609e-23	-1.59071e-24	2.37058e-23	-2.96137e-23	2.73268e-23	6.8566e-46	6.85873e-46	2.02068e-45	1.44593e-45	9.24259e-46
H1_395_415	LHO	857000178	-3.14613e-05	-8.65664e-05	-3.79006e-05	3.47868e-23	-1.1271e-23	-5.08952e-23	5.28143e-23	-6.40444e-23	-1.35937e-23	-2.5754e-24	1.1392e-23	-6.06342e-25	-2.87029e-23	1.39491e-45	1.33668e-46	2.7201e-45	2.78972e-45	4.92554e-45
H1_395_415	LHO	857000180	-3.14614e-05	-8.65665e-05	-3.79006e-05	-2.23903e-24	2.33006e-23	-3.7364e-23	7.91201e-24	3.84819e-23	4.98952e-23	-5.45738e-23	2.86159e-23	-1.96992e-24	-2.5478e-23	2.49454e-45	3.52122e-45	2.21494e-45	6.64806e-47	2.12998e-45
H1_395_415	LHO	857000182	-3.14615e-05	-8.65666e-05	-3.79006e-05	-6.2734e-24	6.50603e-24	8.58861e-24	-1.88834e-23	2.83545e-23	7.25959e-24	-2.94565e-23	3.2921e-23	-2.30284e-23	4.8956e-23	9.20571e-47	9.10014e-46	1.15755e-45	8.86889e-46	3.20066e-45
H1_395_415	LHO	857000184	-3.14616e-05	-8.65667e-05	-3.79006e-05	6.55881e-23	-3.91242e-23	4.50287e-23	-4.12905e-23	2.33569e-23	-2.35342e-23	8.59247e-24	2.81948e-23	-2.74579e-23	6.67917e-24	4.85565e-45	1.60453e-45	2.82253e-45	2.45884e-45	5.90154e-46
H1_395_415	LHO	857000186	-3.14617e-05	-8.65668e-05	-3.79006e-05	1.15124e-23	-1.90036e-23	-1.6483e-23	1.67822e-23	9.34902e-24	-6.52231e-23	5.06362e-23	-1.61841e-23	-4.56823e-24	6.96559e-24	4.38659e-45	2.92516e-45	5.33615e-46	3.0251e-46	1.35924e-46
H1_395_415	LHO	857000188	-3.14617e-05	-8.65669e-05	-3.79006e-05	-2.1119e-23	3.01908e-23	-4.13283e-23	2.31312e-23	7.69214e-25	-9.48914e-24	-1.66473e-24	-1.79647e-23	1.6127e-23	1.12135e-23	5.36055e-46	9.14254e-46	2.03076e-45	7.95131e-46	1.26334e-46
H1_395_415	LHO	857000190	-3.14618e-05	-8.6567e-05	-3.79006e-05	3.2424e-23	-1.46958e-23	2.47383e-23	-3.01767e-23	1.53318e-23	-3.69367e-23	3.40195e-23	-2.8907e-23	2.75786e-23	-2.97408e-23	2.41564e-45	1.3733e-45	1.4476e-45	1.67121e-45	1.11958e-45
H1_395_415	LHO	857000192	-3.14619e-05	-8.65671e-05	-3.79007e-05	7.44174e-24	-3.94317e-23	4.56457e-23	-2.28989e-23	1.49729e-23	-9.3467e-24	-1.27601e-23	1.18687e-23	-3.2457e-24	1.92292e-23	1.4274e-46	1.71768e-45	2.2244e-45	5.34894e-46	5.93949e-46
H1_395_415	LHO	857000194	-3.1462e-05	-8.65672e-05	-3.79007e-05	-2.36097e-23	-2.6926e-23	4.06133e-23	-1.58083e-23	-1.35739e-23	3.19801e-23	-1.63808e-23	1.64295e-24	-1.61576e-23	1.9079e-23	1.58014e-45	9.93341e-46	1.65214e-45	5.10969e-46	5.48262e-46
H1_395_415	LHO	857000196	-3.14621e-05	-8.65673e-05	-3.79007e-05	-1.89249e-23	4.21317e-23	-4.80223e-24	4.17572e-24	-1.04608e-23	2.65688e-23	4.19302e-24	-2.82673e-23	3.76546e-23	-3.39524e-23	1.06405e-45	1.79266e-45	8.22104e-46	1.43531e-45	1.2622e-45
H1_395_415	LHO	857000198	-3.14622e-05	-8.65674e-05	-3.79007e-05	-8.59719e-24	-1.46703e-23	3.97611e-23	-5.9557e-23	2.78781e-23	-4.95545e-23	3.95277e-23	6.69287e-24	-1.11167e-24	-4.95326e-23	2.52956e-45	1.77766e-45	1.62574e-45	3.54827e-45	3.23067e-45
H1_395_415	LHO	857000200	-3.14623e-05	-8.65675e-05	-3.79007e-05	2.67111e-23	-3.07951e-23	5.9637e-24	1.50446e-23	4.3861e-24	2.41196e-23	-4.63148e-23	2.8223e-23	3.02639e-23	-6.62147e-23	1.29524e-45	3.0934e-45	8.32102e-46	1.14224e-45	4.40363e-45
H1_395_415	LHO	857000202	-3.14624e-05	-8.65676e-05	-3.79007e-05	-5.88103e-23	4.13266e-23	-4.30111e-24	3.54662e-25	4.05187e-23	-3.7894e-24	-9.36147e-26	1.05164e-24	-7.02721e-24	2.07085e-23	3.47301e-45	1.7079e-45	1.96055e-47	4.95075e-47	2.07061e-45
H1_395_415	LHO	857000204	-3.14624e-05	-8.65677e-05	-3.79007e-05	-2.69892e-24	-5.14178e-24	1.66106e-23	-2.3316e-23	2.18617e-23	-6.33865e-23	5.0566e-23	-1.41707e-23	-2.46877e-23	3.03765e-23	4.02514e-45	2.58336e-45	4.7672e-46	1.15312e-45	1.40067e-45
H1_395_415	LHO	857000206	-3.14625e-05	-8.65678e-05	-3.79007e-05	-2.24012e-23	2.82957e-23	-3.90579e-24	-3.33036e-23	1.6784e-23	-5.31599e-23	2.90701e-23	-6.19281e-24	2.37555e-23	-2.35079e-23	3.32779e-45	1.64572e-45	5.36061e-47	1.67345e-45	8.34323e-46
H1_395_415	LHO	857000208	-3.14626e-05	-8.65679e-05	-3.79007e-05	2.85333e-24	-1.40935e-23	2.90339e-25	-5.787e-24	4.08804e-23	-7.19101e-23	3.9111e-23	1.06791e-23	-7.05365e-24	-1.43186e-23	5.1792e-45	1.7283e-45	1.14127e-46	8.32434e-47	1.87623e-45
H1_395_415	LHO	857000210	-3.14627e-05	-8.6568e-05	-3.79007e-05	2.0532e-23	-1.46234e-23	-2.32914e-23	1.14306e-24	2.33113e-23	-5.74187e-23	6.45881e-23	-4.5581e-23	3.97572e-23	-4.91917e-23	3.71846e-45	4.38546e-45	2.62011e-45	1.58194e-45	2.96324e-45
H1_395_415	LHO	857000212	-3.14628e-05	-8.65681e-05	-3.79007e-05	-4.7975e-23	5.01384e-23	-3.46196e-23	1.38005e-24	3.70891e-23	2.78179e-23	-6.67067e-23	2.58455e-23	2.18792e-23	-3.50561e-23	3.07544e-45	6.96365e-45	1.8665e-45	4.80603e-46	2.60453e-45
H1_395_415	LHO	857000214	-3.14629e-05	-8.65682e-05	-3.79007e-05	-2.97346e-23	2.18937e-23	7.63739e-24	-1.3354e-23	1.43099e-23	-3.66775e-23	3.74155e-23	7.87552e-24	-2.29592e-23	4.79449e-23	2.22938e-45	1.87925e-45	1.20353e-46	7.05452e-46	2.50349e-45
H1_395_415	LHO	857000216	-3.1463e-05	-8.65683e-05	-3.79007e-05	-3.52806e-24	-1.8494e-24	7.62972e-24	9.60793e-24	-2.9333e-23	-4.56294e-23	3.30935e-24	2.27453e-23	-4.91773e-24	1.27124e-23	2.09449e-45	1.43721e-47	5.75559e-46	1.16496e-46	1.02203e-45
H1_395_415	LHO	857000218	-3.14631e-05	-8.65684e-05	-3.79007e-05	3.08237e-24	-1.11332e-23	-4.84496e-24	3.28115e-23	-3.91118e-23	-5.70656e-23	3.52494e-23	4.99675e-24	-2.44812e-23	-5.45591e-24	3.26598e-45	1.36646e-45	4.84411e-47	1.67592e-45	1.5595e-45
H1_395_415	LHO	857000220	-3.14631e-05	-8.65685e-05	-3.79007e-05	3.81359e-23	-4.08568e-23	3.3291e-23	-4.52956e-23	4.01553e-23	-1.53498e-23	2.53398e-23	-2.87105e-23	3.04095e-23	-2.42675e-23	1.68996e-45	2.31138e-45	1.93258e-45	2.97643e-45	2.20135e-45
H1_395_415	LHO	857000222	-3.14632e-05	-8.65686e-05	-3.79007e-05	1.31036e-23	-1.07989e-24	-3.22154e-23	4.88275e-23	-2.09433e-23	5.51156e-24	-7.23512e-24	-2.26502e-24	-2.4732e-23	6.16701e-23	2.02082e-46	5.35132e-47	1.04297e-45	2.99579e-45	4.24183e-45
H1_395_415	LHO	857000224	-3.14633e-05	-8.65687e-05	-3.79007e-05	-3.77196e-23	2.95851e-23	2.96803e-25	-1.93229e-23	-1.15207e-23	6.23633e-23	-3.57688e-23	-7.40457e-24	1.72705e-23	-1.34677e-23	5.31194e-45	2.15469e-45	5.49158e-47	6.71645e-46	3.14106e-46
H1_395_415	LHO	857000226	-3.14634e-05	-8.65688e-05	-3.79007e-05	1.89546e-24	-1.64342e-23	3.44046e-23	-6.63917e-24	-7.92008e-24	-5.32297e-24	-2.81417e-24	2.37595e-24	2.25887e-24	6.90077e-24	3.19268e-47	2.78003e-46	1.18932e-45	4.91811e-47	1.10348e-46
H1_395_415	LHO	857000228	-3.14635e-05	-8.65689e-05	-3.79007e-05	7.20268e-25	7.38029e-24	9.76799e-24	3.82909e-24	-3.1483e-23	-1.78258e-23	1.13446e-23	1.42237e-23	-1.92604e-23	-1.04597e-24	3.18279e-46	1.83169e-46	2.97727e-46	3.85627e-46	9.92274e-46
H1_395_415	LHO	857000230	-3.14636e-05	-8.6569e-05	-3.79007e-05	8.7384e-23	-8.18964e-23	5.25278e-23	-1.4428e-23	5.00384e-24	-3.7411e-23	3.65815e-23	-1.69621e-23	8.12795e-24	1.90696e-23	9.03554e-45	8.04523e-45	3.04688e-45	2.74231e-46	3.88689e-46
H1_395_415	LHO	857000232	-3.14637e-05	-8.65691e-05	-3.79007e-05	6.81381e-23	-5.88387e-23	3.90619e-23	-8.75308e-24	-2.33107e-23	8.29422e-24	1.61908e-24	-1.20207e-23	-2.56416e-25	1.10331e-23	4.7116e-45	3.46461e-45	1.67033e-45	7.66822e-47	6.65119e-46
H1_395_415	LHO	857000234	-3.14638e-05	-8.65692e-05	-3.79008e-05	1.88803e-23	-1.28088e-23	1.52694e-24	2.11317e-23	-3.94861e-23	-2.51395e-23	-2.15947e-24	-1.34125e-24	-2.81693e-23	4.51806e-23	9.88462e-46	1.68728e-46	4.13051e-48	1.24006e-45	3.60043e-45
H1_395_415	LHO	857000236	-3.14638e-05	-8.65694e-05	-3.79008e-05	-2.16212e-23	2.07186e-23	-4.48487e-24	5.25144e-24	-8.39368e-24	7.20831e-24	1.89313e-23	-4.28487e-23	3.32803e-23	-3.54166e-23	5.19434e-46	7.87655e-46	1.85612e-45	1.13515e-45	1.32479e-45
H1_395_415	LHO	857000238	-3.14639e-05	-8.65695e-05	-3.79008e-05	-4.86768e-23	1.20258e-23	3.60289e-23	-4.90707e-23	3.87148e-23	-3.33854e-23	1.76583e-23	-8.50222e-24	-3.41515e-26	3.58258e-23	3.48401e-45	4.56435e-46	1.37037e-45	2.40794e-45	2.78232e-45
H1_395_415	LHO	857000240	-3.1464e-05	-8.65696e-05	-3.79008e-05	-5.4299e-23	1.28342e-23	-1.68185e-23	3.40536e-23	-2.64291e-23	2.55755e-23	-1.61411e-23	2.85741e-23	-5.0936e-23	3.3822e-23	3.60249e-45	4.25252e-46	1.09934e-45	3.75412e-45	1.84242e-45
H1_395_415	LHO	857000242	-3.14641e-05	-8.65697e-05	-3.79008e-05	-8.23841e-23	8.15177e-23	-1.86031e-23	-2.31757e-23	2.82622e-23	7.91173e-24	-2.97795e-23	1.09967e-23	1.3325e-23	-9.0896e-24	6.84974e-45	7.53195e-45	4.67001e-46	7.14672e-46	8.81372e-46
H1_395_415	LHO	857000244	-3.14642e-05	-8.65698e-05	-3.79008e-05	1.00171e-23	-3.17349e-23	2.77049e-23	-8.68297e-24	-2.20106e-24	-1.20424e-24	1.3389e-23	3.0392e-23	-4.25332e-23	2.69658e-23	1.01792e-46	1.18637e-45	1.69124e-45	1.88447e-45	7.32001e-46
H1_395_415	LHO	857000246	-3.14643e-05	-8.65699e-05	-3.79008e-05	-9.15961e-25	-9.08376e-24	4.54982e-25	2.25451e-23	-1.81288e-24	-2.4673e-23	2.54589e-23	-5.81822e-23	6.56057e-23	-2.74571e-23	6.09597e-46	7.30669e-46	3.38537e-45	4.81239e-45	7.57179e-46
H1_395_415	LHO	857000248	-3.14644e-05	-8.657e-05	-3.79008e-05	1.34952e-23	-3.90095e-23	4.73583e-23	-3.21413e-23	7.35931e-24	-4.44672e-23	6.67109e-23	-6.22047e-23	1.68297e-24	2.5513e-23	2.15945e-45	5.97209e-45	6.11223e-45	1.0359e-45	7.05074e-46
H1_395_415	LHO	857000250	-3.14645e-05	-8.65701e-05	-3.79008e-05	3.2774e-24	5.95112e-24	4.28544e-24	-1.50318e-23	1.48404e-23	1.14123e-23	2.2566e-24	-3.62915e-23	2.64842e-23	-1.81417e-23	1.40983e-46	4.05081e-47	1.33544e-45	9.27366e-46	5.49357e-46
H1_395_415	LHO	857000252	-3.14646e-05	-8.65702e-05	-3.79008e-05	-1.70987e-23	4.77171e-23	-2.18232e-23	-1.62865e-23	3.15196e-23	-2.83302e-23	1.61952e-23	2.09418e-23	-4.42162e-23	5.69416e-23	1.09497e-45	2.53921e-45	9.14813e-46	2.22032e-45	4.23583e-45
H1_395_415	LHO	857000254	-3.14646e-05	-8.65703e-05	-3.79008e-05	-4.1052e-23	4.91149e-23	-4.1322e-23	-7.54988e-24	3.0104e-23	-1.27613e-22	4.73333e-23	1.79742e-23	-1.73683e-24	-3.28775e-23	1.79702e-44	4.65272e-45	2.03058e-45	6.00173e-47	1.98718e-45
H1_395_415	LHO	857000256	-3.14647e-05	-8.65704e-05	-3.79008e-05	4.71023e-24	-2.0433e-23	-1.53613e-24	1.82486e-23	-1.00696e-23	-5.77102e-23	3.49724e-23	-2.00341e-23	7.18428e-23	-7.26619e-23	3.35266e-45	1.64058e-45	4.03726e-46	5.4944e-45	5.38115e-45
H1_395_415	LHO	857000258	-3.14648e-05	-8.65705e-05	-3.79008e-05	-2.93946e-24	-3.51318e-23	5.25405e-23	-4.23598e-23	3.65644e-23	3.40813e-24	-2.40613e-23	3.76764e-23	-2.83581e-23	5.93474e-24	2.02558e-47	1.81319e-45	4.18001e-45	2.59854e-45	1.37218e-45
H1_395_415	LHO	857000260	-3.14649e-05	-8.65706e-05	-3.79008e-05	5.22107e-24	-6.77235e-25	-1.7375e-23	1.02422e-23	-1.63853e-24	6.21656e-24	1.82115e-23	3.38886e-24	-1.64294e-23	-9.02983e-24	6.59052e-47	3.32119e-46	3.13376e-46	3.74828e-46	8.42227e-47
H1_395_415	LHO	857000262	-3.1465e-05	-8.65707e-05	-3.79008e-05	2.93011e-23	-3.50274e-23	-1.35589e-23	1.92639e-23	7.48886e-24	7.84585e-23	-5.40483e-23	-8.49195e-25	7.9379e-24	1.12052e-23	7.01429e-45	4.14813e-45	1.84565e-46	4.3411e-46	1.81639e-46
H1_395_415	LHO	857000264	-3.14651e-05	-8.65708e-05	-3.79008e-05	-3.59014e-23	8.25122e-23	-3.37689e-23	-1.02906e-23	-7.26514e-24	9.65338e-23	-6.42904e-23	2.54355e-23	3.10666e-24	-1.0595e-23	1.06077e-44	1.09415e-44	1.78731e-45	1.15548e-46	1.65037e-46
H1_395_415	LHO	857000266	-3.14652e-05	-8.65709e-05	-3.79008e-05	1.49646e-23	-1.42765e-23	-2.58778e-23	2.53292e-23	1.17628e-23	-1.27793e-23	6.82798e-24	4.40291e-23	-6.08463e-23	1.06596e-23	3.87249e-46	2.5044e-46	2.60822e-45	4.34384e-45	2.51991e-46
H1_395_415	LHO	857000268	-3.14652e-05	-8.6571e-05	-3.79008e-05	-2.55983e-23	4.9262e-23	-2.88197e-23	-2.55381e-23	3.68447e-23	3.76326e-23	-6.97993e-23	4.09133e-23	2.94799e-23	-3.4839e-23	2.07148e-45	7.29869e-45	2.50447e-45	1.52126e-45	2.57128e-45
H1_395_415	LHO	857000270	-3.14653e-05	-8.65711e-05	-3.79008e-05	2.65643e-23	-4.8471e-23	3.60981e-23	-4.70471e-25	7.90891e-24	-2.67914e-23	1.64246e-23	1.42813e-23	1.30813e-24	-1.63743e-23	1.42344e-45	2.6192e-45	1.50703e-45	1.93256e-48	3.30667e-46
H1_395_415	LHO	857000272	-3.14654e-05	-8.65712e-05	-3.79008e-05	3.17423e-23	-2.64289e-23	1.90313e-23	1.65184e-24	-1.41049e-23	1.14311e-24	1.07996e-23	-2.00794e-23	2.50697e-23	-3.09646e-23	1.00888e-45	8.15117e-46	7.65371e-46	6.3122e-46	1.15775e-45
H1_395_415	LHO	857000274	-3.14655e-05	-8.65713e-05	-3.79008e-05	1.58842e-23	-1.71248e-23	2.85631e-23	-2.50702e-23	2.93924e-24	-1.65265e-23	-9.54149e-25	5.12568e-24	-7.59715e-24	-5.11252e-24	5.25431e-46	2.94168e-46	8.42125e-46	6.86233e-46	3.47769e-47
H1_395_415	LHO	857000276	-3.14656e-05	-8.65714e-05	-3.79008e-05	1.84354e-23	-3.82252e-23	4.45572e-23	-1.29479e-23	5.39321e-25	-5.8431e-24	1.1857e-23	-2.98153e-23	4.28066e-23	-2.2755e-23	3.74006e-46	1.60176e-45	2.87429e-45	2.00005e-45	5.18079e-46
H1_395_415	LHO	857000278	-3.14657e-05	-8.65715e-05	-3.79009e-05	-5.58728e-23	-3.44258e-24	5.43531e-23	-5.73603e-23	2.05333e-23	3.81563e-23	-3.58749e-23	3.67466e-23	-3.39264e-23	1.08841e-23	4.57767e-45	1.29886e-45	4.30457e-45	4.4412e-45	5.4008e-46
H1_395_415	LHO	857000280	-3.14658e-05	-8.65716e-05	-3.79009e-05	5.72846e-23	-8.90155e-24	-1.70327e-24	1.74343e-23	-8.4812e-24	-3.76443e-25	2.5516e-23	-6.50419e-24	1.66784e-23	-3.86696e-23	3.28166e-45	7.30302e-46	4.52056e-47	5.82125e-46	1.56727e-45
H1_395_415	LHO	857000282	-3.14659e-05	-8.65717e-05	-3.79009e-05	4.19347e-23	-5.35559e-23	2.0642e-23	1.01719e-23	-3.65722e-24	-9.68954e-24	-1.10501e-23	4.16409e-24	-1.79405e-23	4.36825e-23	1.85241e-45	2.99034e-45	4.43432e-46	4.2533e-46	1.92153e-45
H1_395_415	LHO	857000284	-3.1466e-05	-8.65718e-05	-3.79009e-05	1.31962e-23	-1.46564e-23	1.59388e-23	-4.52816e-23	4.21774e-23	-2.62067e-24	4.13148e-23	-3.85212e-23	-1.23467e-23	2.43757e-23	1.81009e-46	1.92172e-45	1.73793e-45	2.20287e-45	2.37311e-45
H1_395_415	LHO	857000286	-3.1466e-05	-8.65719e-05	-3.79009e-05	-3.83275e-23	6.70428e-23	-8.31698e-23	7.09185e-23	-2.88392e-23	1.20383e-23	-6.48629e-24	-3.37573e-23	3.97482e-23	4.93355e-24	1.61392e-45	4.53681e-45	8.05678e-45	6.60936e-45	8.5604e-46
H1_395_415	LHO	857000288	-3.14661e-05	-8.6572e-05	-3.79009e-05	2.72452e-23	4.41235e-24	-2.98842e-23	1.98864e-23	-2.80997e-23	-6.7677e-23	7.47481e-23	-4.86928e-23	-1.0413e-23	1.05033e-23	5.32248e-45	5.60675e-45	3.26405e-45	5.039e-46	8.99911e-46
H1_395_415	LHO	857000290	-3.14662e-05	-8.65721e-05	-3.79009e-05	-2.02797e-23	3.57371e-23	-5.39165e-23	1.35537e-23	9.50215e-24	1.42853e-23	-9.47073e-24	-1.66558e-23	3.13138e-23	-2.4047e-23	6.15338e-46	1.36684e-45	3.1844e-45	1.16426e-45	6.68547e-46
H1_395_415	LHO	857000292	-3.14663e-05	-8.65722e-05	-3.79009e-05	6.55504e-25	-4.64822e-24	8.54089e-24	-1.48433e-23	1.52567e-23	2.11729e-23	-3.55839e-23	1.98933e-23	6.2419e-25	5.47525e-24	4.48721e-46	1.28782e-45	4.68689e-46	2.20713e-46	2.62746e-46
H1_395_415	LHO	857000294	-3.14664e-05	-8.65723e-05	-3.79009e-05	-4.43342e-24	-9.85366e-24	8.01577e-24	1.7638e-23	5.06631e-25	2.09855e-23	5.79054e-24	-2.67962e-23	2.07442e-23	-1.27132e-23	4.60047e-46	1.30625e-46	7.82287e-46	7.4142e-46	1.61882e-46
H1_395_415	LHO	857000296	-3.14665e-05	-8.65725e-05	-3.79009e-05	-3.61142e-23	5.6572e-24	-3.58213e-24	7.93026e-24	-6.03456e-24	1.33042e-23	1.90198e-23	-4.49541e-23	-4.89052e-24	3.33228e-23	1.48124e-45	3.93757e-46	2.0337e-45	8.68062e-47	1.14682e-45
H1_395_415	LHO	857000298	-3.14666e-05	-8.65726e-05	-3.79009e-05	-2.74938e-23	4.10187e-23	-4.97249e-24	-3.48412e-23	2.3674e-23	7.87871e-23	-4.95739e-23	1.36928e-23	-1.61894e-23	1.99905e-23	6.96331e-45	4.14011e-45	2.12219e-46	1.47601e-45	9.60079e-46
H1_395_415	LHO	857000300	-3.14667e-05	-8.65727e-05	-3.79009e-05	-3.73507e-23	2.79795e-23	-7.58698e-25	-1.40522e-23	-9.42381e-25	-5.71875e-24	1.35668e-23	-1.4453e-23	5.44654e-23	-7.77468e-23	1.42778e-45	9.6691e-46	2.09466e-46	3.16395e-45	6.04545e-45
H1_395_415	LHO	857000302	-3.14667e-05	-8.65728e-05	-3.79009e-05	4.91809e-23	-5.17605e-23	4.9971e-23	-1.22098e-23	-2.39619e-23	-7.22399e-24	-4.07861e-24	1.25582e-23	3.88744e-23	-6.00927e-23	2.47095e-45	2.69579e-45	2.65481e-45	1.6603e-45	4.1853e-45
H1_395_415	LHO	857000304	-3.14668e-05	-8.65729e-05	-3.79009e-05	-1.92855e-23	2.4273e-23	-1.76877e-23	2.93001e-23	-3.75799e-23	-4.25456e-23	1.34867e-24	4.00746e-23	-1.83417e-23	-5.50274e-23	2.18206e-45	5.90997e-46	1.91883e-45	1.19491e-45	4.44027e-45
H1_395_415	LHO	857000306	-3.14669e-05	-8.6573e-05	-3.79009e-05	2.58175e-23	-3.89617e-23	4.37158e-23	-4.65119e-24	-2.61526e-24	3.39393e-24	-2.12617e-23	7.59773e-24	5.16053e-23	-4.87987e-23	6.7806e-46	1.97007e-45	1.9688e-45	2.68474e-45	2.38815e-45
H1_395_415	LHO	857000308	-3.1467e-05	-8.65731e-05	-3.79009e-05	-2.84922e-23	-4.08708e-23	2.19658e-23	3.61754e-23	-4.06619e-23	1.16929e-23	1.31099e-23	-8.76823e-24	-5.30206e-23	4.19145e-23	9.48529e-46	1.84229e-45	5.5938e-46	4.11985e-45	3.41022e-45
H1_395_415	LHO	857000310	-3.14671e-05	-8.65732e-05	-3.79009e-05	-4.32664e-23	5.91914e-23	-3.44538e-23	-2.07995e-23	3.95712e-23	4.95161e-23	2.8996e-23	-8.13499e-23	4.3887e-23	-1.39144e-24	4.32383e-45	4.34438e-45	7.80486e-45	2.35869e-45	1.56782e-45
H1_395_415	LHO	857000312	-3.14672e-05	-8.65733e-05	-3.79009e-05	-5.93807e-23	1.04122e-22	-4.95201e-23	-2.64376e-23	2.59728e-23	4.59085e-24	-5.04022e-23	6.61482e-23	-2.92865e-23	-7.10189e-24	3.54715e-45	1.33818e-44	6.82782e-45	1.55664e-45	7.25022e-46
H1_395_415	LHO	857000314	-3.14673e-05	-8.65734e-05	-3.79009e-05	-9.08192e-24	-3.42186e-23	1.5223e-23	-1.01907e-23	5.46701e-23	-8.50858e-24	-3.09033e-23	7.91171e-23	-3.95538e-23	-2.76688e-24	1.54877e-46	2.12593e-45	6.49125e-45	1.66835e-45	2.99647e-45
H1_395_415	LHO	857000316	-3.14673e-05	-8.65735e-05	-3.79009e-05	-3.13274e-23	4.73878e-23	-5.37842e-23	1.02201e-23	4.25267e-24	1.52276e-23	2.1782e-24	2.14147e-23	3.29338e-24	-3.73022e-23	1.21329e-45	2.25035e-45	3.35133e-45	1.15296e-46	1.40954e-45
H1_395_415	LHO	857000318	-3.14674e-05	-8.65736e-05	-3.79009e-05	-1.41202e-23	-2.33666e-24	-1.36073e-23	2.88783e-23	7.58219e-25	3.52375e-23	-7.94356e-23	3.50799e-23	3.61218e-23	-5.71387e-23	1.44106e-45	6.31548e-45	1.41576e-45	2.13874e-45	3.26541e-45
H1_395_415	LHO	857000320	-3.14675e-05	-8.65737e-05	-3.7901e-05	-6.21991e-23	4.79454e-23	-5.00801e-24	1.44407e-23	-3.07319e-23	2.26261e-23	3.76502e-24	9.40191e-24	-2.19488e-23	3.83956e-23	4.38067e-45	2.31294e-45	1.13476e-46	6.90282e-46	2.41867e-45
H1_395_415	LHO	857000322	-3.14676e-05	-8.65738e-05	-3.7901e-05	-2.20343e-23	-1.14366e-23	-5.37939e-24	4.36564e-23	-6.88962e-23	2.06834e-23	1.08072e-23	-2.66795e-23	2.66511e-23	-3.83332e-23	9.13314e-46	2.47592e-46	7.40736e-46	2.61617e-45	6.21612e-45
H1_395_415	LHO	857000324	-3.14677e-05	-8.65739e-05	-3.7901e-05	5.7592e-23	-1.33418e-23	-9.16196e-24	1.0665e-23	-1.87475e-23	4.24128e-23	7.85624e-24	-2.30247e-23	1.24156e-24	5.72133e-26	5.11568e-45	2.39725e-46	6.1408e-46	1.15284e-46	3.51471e-46
H1_395_415	LHO	857000326	-3.14678e-05	-8.6574e-05	-3.7901e-05	1.87904e-24	5.10681e-23	-5.58838e-23	2.37582e-24	4.7304e-23	-6.82252e-24	-2.83632e-23	3.37636e-23	-3.47008e-23	-1.32283e-23	5.00775e-47	3.41243e-45	4.26298e-45	1.20979e-45	2.41265e-45
